lon,lat,value
-111.17309907888436,39.64127729966011,6.284257554746077
-111.17623630624168,39.65889174354715,8.589292666666694
-111.17937629095645,39.676505926142944,6.342625999999995
-111.15658045957939,39.67893118935727,6.321459333333322
-111.12350169441459,39.75424084246616,8.589292666666694
-111.07261436594825,39.59807729221995,3.9202837528142567
-111.07572131545227,39.61569851970074,4.546344112036536
-111.09754658137388,39.739039884922555,8.589292666666694
-111.10067545381094,39.7566590446645,8.589292666666694
-111.04673643254169,39.582854677154934,3.293259333333338
-111.0529365836261,39.618100376369895,3.605419122372453
-111.05604074770177,39.63572284073092,4.242706384554495
-111.05914764096487,39.65334504794767,5.487553498474995
-111.00545773812907,39.479497030393446,0.0
-111.00853468023548,39.49712302957315,0.0
-111.0116143260802,39.514748774204904,0.0
-111.01469667825842,39.53237426405648,0.0
-111.02086951201413,39.56762447848853,0.0
-110.97964280726995,39.46425056172194,0.0
-110.98271156754046,39.48187829800092,0.0
-110.98578302440387,39.499505780685965,0.0
-110.98885718044778,39.517133009545894,0.0
-110.99193403826345,39.534759984349265,0.0
-110.99501360044584,39.552386704864325,0.0
-110.99809586959348,39.57001317085903,0.0
-111.00118084830866,39.58763938210111,0.0
-111.0042685391973,39.60526533835794,0.0
-110.9568994233621,39.46662601722446,0.0
-110.9599627003596,39.48425523368936,0.0
-110.96302866939237,39.501884197281306,0.0
-110.96609733304417,39.519512907769894,0.0
-110.9691686939024,39.53714136492447,0.0
-110.97224275455811,39.55476956851407,0.0
-110.97531951760594,39.572397518307476,0.0
-110.9783989856443,39.590025214073215,0.0
-110.9814811612752,39.60765265557945,0.0
-110.93415334999969,39.46899714184267,0.0
-110.93721114114405,39.48662783589464,0.0
-110.94027161976244,39.504258277793504,0.0
-110.94333478843475,39.521888467309694,0.0
-110.94640064974449,39.53951840421334,0.0
-110.9494692062788,39.5571480882743,0.0
-110.9525404606285,39.57477751926213,0.0
-110.95561441538803,39.59240669694615,0.0
-110.95869107315549,39.61003562109535,0.0
-110.9617704365327,39.6276642914785,0.0
-110.96485250812509,39.64529270786406,0.0
-110.9114045917401,39.47136393401644,0.0
-110.91445689445506,39.48899610305505,0.0
-110.9175118800792,39.506628020659385,0.0
-110.92056955118852,39.52425968660063,0.0
-110.92362991036262,39.54189110064973,0.0
-110.92669296018475,39.55952226257731,0.0
-110.92975870324184,39.57715317215377,0.0
-110.93282714212441,39.5947838291492,0.0
-110.93589827942668,39.612414233333425,0.0
-110.93897211774652,39.63004438447596,0.0
-110.94204865968547,39.6476742823461,0.0
-110.88865315314426,39.47372639218807,0.0
-110.8916999648575,39.491360033611464,0.0
-110.8947494549114,39.50899342431829,0.0
-110.8978016258781,39.52662656408054,0.0
-110.9008564803333,39.54425945266994,0.0
-110.90391402085638,39.56189208985795,0.0
-110.90697425003029,39.579524475415724,0.0
-110.91003717044171,39.59715660911419,0.0
-110.9131027846809,39.61478849072392,0.0
-110.91617109534184,39.63242012001529,0.0
-110.91924210502214,39.65005149675837,0.0
-110.86589903877682,39.47608451480244,0.0
-110.86894035691984,39.49371962600722,0.0
-110.87198434883143,39.51135448721205,0.0
-110.87503101707979,39.52898909818976,0.0
-110.87808036423674,39.54662345871283,0.0
-110.88113239287773,39.56425756855353,0.0
-110.88418710558184,39.581891427483825,0.0
-110.88724450493183,39.5995250352754,0.0
-110.890304593514,39.617158391699675,0.0
-110.89336737391842,39.634791496527804,0.0
-110.89643284873878,39.65242434953065,2.462601392524718
-110.84314225320598,39.47843830030688,0.0
-110.84617807521421,39.49607487868818,0.0
-110.84921656641528,39.51371120778506,0.0
-110.85225772937349,39.53134728737115,0.0
-110.85530156665675,39.54898311721976,0.0
-110.85834808083658,39.56661869710391,0.0
-110.86139727448817,39.584254026796394,0.0
-110.86444915019031,39.6018891060697,0.0
-110.86750371052547,39.61952393469602,0.0
